"id","age","age2","male","married","educ","hhsize","village","disability","employ","wage","ln_wage","age_before","age2_before"
30902521,21,441,0,0,16,2,1,0,1,NA,NA,21,441
30903001,52,2704,1,1,6,3,1,0,1,NA,NA,52,2704
30903002,48,2304,0,1,6,3,1,0,0,NA,NA,48,2304
30903003,23,529,0,1,6,3,1,0,1,NA,NA,23,529
30903004,22,484,1,0,6,3,1,0,1,5e+05,13.1223633774043,22,484
30903005,18,324,1,0,6,3,1,0,1,1200000,13.9978321147582,18,324
30903007,24,576,1,1,12,3,1,0,1,NA,NA,24,576
30904001,60,3600,1,1,6,2,1,0,0,NA,NA,60,3600
30904002,55,3025,0,1,6,2,1,0,0,NA,NA,55,3025
30904004,29,841,1,0,16,2,1,0,1,1800000,14.4032972228664,29,841
30904006,18,324,1,0,12,2,1,0,0,NA,NA,18,324
30904413,32,1024,1,1,6,4,1,0,1,1e+06,13.8155105579643,32,1024
30904414,32,1024,0,1,0,4,1,0,0,NA,NA,32,1024
30904511,27,729,1,1,9,2,1,0,1,1333333.33333333,14.1031926304161,27,729
30904512,23,529,0,1,9,2,1,0,0,NA,NA,23,529
30905001,91,8281,0,0,NA,2,1,0,0,NA,NA,91,8281
30905002,46,2116,0,0,NA,2,1,0,0,NA,NA,46,2116
30905003,42,1764,0,1,NA,2,1,0,1,NA,NA,42,1764
30905006,47,2209,1,1,6,2,1,0,1,1800000,14.4032972228664,47,2209
30905007,16,256,1,0,6,2,1,0,1,NA,NA,16,256
30905511,40,1600,1,1,NA,2,1,NA,NA,NA,NA,40,1600
30905512,39,1521,0,1,NA,2,1,NA,NA,NA,NA,39,1521
30905513,15,225,1,0,9,2,1,0,0,NA,NA,15,225
30906003,41,1681,0,0,6,2,1,1,1,4e+05,12.8992198260901,41,1681
30906311,51,2601,1,1,NA,2,1,NA,1,NA,NA,51,2601
30906312,44,1936,0,1,6,2,1,0,1,2e+05,12.2060726455302,44,1936
30906313,19,361,0,1,6,2,1,0,1,80000,11.289781913656,19,361
30906314,15,225,1,0,6,2,1,0,1,NA,NA,15,225
30906413,34,1156,1,1,6,2,1,0,1,NA,NA,34,1156
30906414,32,1024,0,1,6,2,1,0,1,NA,NA,32,1024
30906415,31,961,1,1,12,2,1,0,1,NA,NA,31,961
30906416,29,841,0,1,6,2,1,0,1,80000,11.289781913656,29,841
30907001,56,3136,1,1,NA,2,1,0,1,NA,NA,56,3136
30907002,51,2601,0,1,NA,2,1,0,0,NA,NA,51,2601
30907005,19,361,1,0,6,2,1,0,0,NA,NA,19,361
30907411,36,1296,1,1,6,2,1,0,1,1200000,13.9978321147582,36,1296
30907412,31,961,0,1,9,2,1,0,1,3e+05,12.6115377536383,31,961
30907511,34,1156,1,1,NA,2,1,0,1,NA,NA,34,1156
30907512,31,961,0,1,9,2,1,0,1,90000,11.4075649493124,31,961
30908001,85,7225,1,0,6,3,1,1,0,NA,NA,85,7225
309080012,49,2401,1,1,NA,3,1,0,1,NA,NA,49,2401
309080014,24,576,1,0,NA,3,1,0,1,NA,NA,24,576
30908004,36,1296,0,1,6,3,1,0,1,NA,NA,36,1296
30908005,35,1225,0,0,NA,3,1,0,0,NA,NA,35,1225
30908311,44,1936,1,1,NA,3,1,0,1,41666.6666666667,10.6374567276163,44,1936
30908312,35,1225,0,1,6,3,1,0,1,80000,11.289781913656,35,1225
30908313,15,225,1,0,6,3,1,0,1,1e+06,13.8155105579643,15,225
30908314,18,324,1,1,6,3,1,0,1,NA,NA,18,324
30908316,18,324,0,1,6,3,1,0,1,NA,NA,18,324
30908414,26,676,0,1,6,3,1,0,1,6e+05,13.3046849341983,26,676
30908415,34,1156,1,1,6,3,1,0,1,NA,NA,34,1156
30908431,33,1089,1,1,9,3,1,NA,1,1e+06,13.8155105579643,33,1089
30908432,28,784,0,1,6,3,1,0,1,3e+05,12.6115377536383,28,784
30908511,30,900,1,1,6,2,1,0,1,2020000,14.5186080693774,30,900
30908512,29,841,0,1,6,2,1,0,1,125000,11.7360690162844,29,841
309090011,35,1225,0,1,6,3,1,0,1,2e+05,12.2060726455302,35,1225
30909006,35,1225,1,1,6,3,1,0,1,2400000,14.6909792953182,35,1225
30909313,36,1296,1,1,NA,2,1,0,1,NA,NA,36,1296
30909314,33,1089,0,1,6,2,1,0,1,NA,NA,33,1089
30909411,40,1600,1,1,NA,3,1,0,1,5e+05,13.1223633774043,40,1600
30909412,32,1024,0,1,NA,3,1,0,1,1e+05,11.5129254649702,32,1024
30909418,86,7396,1,0,NA,3,1,0,0,NA,NA,86,7396
30909421,34,1156,1,1,9,3,1,0,1,NA,NA,34,1156
30909422,35,1225,0,1,9,3,1,0,1,NA,NA,35,1225
30909511,34,1156,1,1,6,2,1,0,1,NA,NA,34,1156
30909512,32,1024,0,1,6,2,1,0,0,NA,NA,32,1024
30910001,50,2500,1,1,NA,2,1,0,1,NA,NA,50,2500
30910002,37,1369,0,1,6,2,1,0,1,NA,NA,37,1369
30910005,19,361,1,0,6,2,1,0,1,NA,NA,19,361
30910511,32,1024,1,1,6,2,1,0,1,NA,NA,32,1024
30910512,23,529,0,1,9,2,1,0,1,230000,12.3458345879053,23,529
30911001,60,3600,1,1,NA,3,1,1,1,41666.6666666667,10.6374567276163,60,3600
309110010,24,576,1,1,6,3,1,0,1,NA,NA,24,576
30911002,54,2916,0,1,6,3,1,0,1,NA,NA,54,2916
30911005,31,961,0,1,9,3,1,0,1,NA,NA,31,961
30911411,39,1521,1,1,NA,2,1,NA,NA,NA,NA,39,1521
30911412,35,1225,0,1,9,2,1,0,1,NA,NA,35,1225
30911421,39,1521,1,1,6,3,1,0,1,1250000,14.0386541092785,39,1521
30911422,33,1089,0,1,9,3,1,0,1,150000,11.9183905730784,33,1089
30912002,64,4096,0,0,6,3,1,0,1,150000,11.9183905730784,64,4096
30912004,30,900,0,1,9,3,1,0,1,125000,11.7360690162844,30,900
30912413,25,625,1,1,9,3,1,0,1,1500000,14.2209756660724,25,625
30912414,20,400,1,0,6,3,1,0,1,1950000,14.4833399305399,20,400
30912417,23,529,0,1,9,3,1,0,0,NA,NA,23,529
30913001,69,4761,1,1,12,2,1,0,0,NA,NA,69,4761
30913002,65,4225,0,1,6,2,1,0,0,NA,NA,65,4225
30913005,31,961,0,0,NA,2,1,1,0,NA,NA,31,961
30913007,24,576,0,0,16,2,1,0,0,NA,NA,24,576
30913411,40,1600,1,1,12,3,1,0,1,5e+06,15.4249484703984,40,1600
30913412,35,1225,0,1,12,3,1,0,1,NA,NA,35,1225
30913511,32,1024,1,1,18,2,1,0,1,NA,NA,32,1024
30913512,33,1089,0,1,16,2,1,0,1,NA,NA,33,1089
30913513,22,484,0,0,16,2,1,0,0,NA,NA,22,484
30914002,44,1936,0,0,6,3,1,0,1,50000,10.8197782844103,44,1936
30914005,15,225,0,0,12,3,1,0,0,NA,NA,15,225
30914511,27,729,1,1,12,2,1,0,1,2300000,14.6484196808994,27,729
30914512,26,676,0,1,9,2,1,0,0,NA,NA,26,676
30914521,27,729,1,1,9,2,1,0,1,NA,NA,27,729
30914522,24,576,0,1,9,2,1,0,1,NA,NA,24,576
30915001,62,3844,1,1,6,2,1,0,1,3e+05,12.6115377536383,62,3844
30915002,61,3721,0,1,6,2,1,0,0,NA,NA,61,3721
30916001,58,3364,1,1,6,3,1,0,1,NA,NA,58,3364
309160011,27,729,0,1,0,3,1,0,1,2100000,14.5574479026937,27,729
30916002,59,3481,0,1,6,3,1,0,0,NA,NA,59,3481
30916004,33,1089,0,0,6,3,1,0,0,NA,NA,33,1089
30916007,34,1156,1,1,18,3,1,0,1,8e+06,15.8949520996441,34,1156
30917001,58,3364,1,1,6,3,1,0,1,NA,NA,58,3364
30917002,55,3025,0,1,6,3,1,0,1,NA,NA,55,3025
30917004,26,676,0,1,6,3,1,0,0,NA,NA,26,676
30917007,30,900,1,1,6,3,1,0,1,2e+06,14.5086577385242,30,900
30917411,33,1089,1,1,9,3,1,0,1,NA,NA,33,1089
30917412,29,841,0,1,9,3,1,0,1,NA,NA,29,841
30917516,19,361,1,0,12,2,1,0,1,2e+06,14.5086577385242,19,361
30918001,66,4356,1,1,6,2,1,0,1,NA,NA,66,4356
30918002,61,3721,0,1,12,2,1,0,0,NA,NA,61,3721
30918005,35,1225,0,0,NA,2,1,1,0,NA,NA,35,1225
30918411,51,2601,1,1,16,2,1,1,1,3500000,15.0682735264596,51,2601
30918412,40,1600,0,1,9,2,1,0,1,NA,NA,40,1600
30918421,37,1369,1,1,9,3,1,0,1,NA,NA,37,1369
30918422,36,1296,0,1,6,3,1,0,0,NA,NA,36,1296
30918423,15,225,0,0,9,3,1,0,0,NA,NA,15,225
30918431,35,1225,1,1,0,3,1,0,1,1800000,14.4032972228664,35,1225
30918432,32,1024,0,1,9,3,1,0,0,NA,NA,32,1024
30919005,35,1225,0,1,6,3,1,0,1,NA,NA,35,1225
30919009,38,1444,1,1,NA,3,1,0,1,NA,NA,38,1444
30919114,49,2401,0,0,6,2,1,1,1,NA,NA,49,2401
30919116,29,841,1,1,NA,2,1,NA,NA,NA,NA,29,841
30919118,21,441,1,0,6,2,1,0,1,NA,NA,21,441
30919411,43,1849,1,1,6,2,1,0,1,NA,NA,43,1849
30919412,35,1225,0,1,6,2,1,0,0,NA,NA,35,1225
30919414,17,289,0,0,12,2,1,0,0,NA,NA,17,289
309200014,18,324,1,0,6,3,1,0,1,NA,NA,18,324
30920003,34,1156,0,1,6,3,1,0,0,NA,NA,34,1156
30920007,33,1089,1,1,6,3,1,0,1,7e+05,13.4588356140255,33,1089
30920009,23,529,1,0,6,3,1,0,1,NA,NA,23,529
31001001,81,6561,1,0,6,2,0,0,0,NA,NA,81,6561
31001009,19,361,0,0,12,2,0,0,1,9e+05,13.7101500423064,19,361
31001311,45,2025,1,1,9,2,0,0,1,NA,NA,45,2025
31001312,38,1444,0,1,6,2,0,0,1,6e+05,13.3046849341983,38,1444
31001313,17,289,0,0,12,2,0,0,0,NA,NA,17,289
31001314,16,256,1,0,9,2,0,0,0,NA,NA,16,256
31001321,39,1521,1,1,6,2,0,0,1,1200000,13.9978321147582,39,1521
31001322,42,1764,0,1,9,2,0,0,0,NA,NA,42,1764
31001323,15,225,1,0,9,2,0,0,0,NA,NA,15,225
31001331,48,2304,1,1,6,3,0,0,1,10950000,16.2088500142268,48,2304
31001332,42,1764,0,1,6,3,0,0,1,NA,NA,42,1764
31001333,22,484,0,0,12,3,0,0,0,NA,NA,22,484
31001334,15,225,1,0,9,3,0,0,0,NA,NA,15,225
31001411,40,1600,1,1,6,3,0,0,1,2400000,14.6909792953182,40,1600
31001412,38,1444,0,1,6,3,0,0,1,1e+06,13.8155105579643,38,1444
31003001,48,2304,1,1,12,2,0,0,1,1100000,13.9108207377686,48,2304
31003002,48,2304,0,1,12,2,0,0,1,NA,NA,48,2304
31003003,23,529,1,0,16,2,0,0,0,NA,NA,23,529
31003004,20,400,0,0,16,2,0,0,0,NA,NA,20,400
310040010,40,1600,0,1,9,3,0,0,1,1500000,14.2209756660724,40,1600
310040014,45,2025,1,1,0,3,0,0,1,2e+06,14.5086577385242,45,2025
31004002,61,3721,0,0,6,3,0,0,0,NA,NA,61,3721
31004009,17,289,1,0,9,3,0,0,1,1300000,14.0778748224318,17,289
31004315,15,225,1,0,12,3,0,0,0,NA,NA,15,225
31004411,37,1369,1,1,9,3,0,0,1,2e+06,14.5086577385242,37,1369
31004412,36,1296,0,1,9,3,0,0,1,1200000,13.9978321147582,36,1296
31004421,34,1156,1,1,9,3,0,0,1,NA,NA,34,1156
31004422,32,1024,0,1,12,3,0,0,1,NA,NA,32,1024
31004511,29,841,1,1,9,2,0,0,1,NA,NA,29,841
31004512,22,484,0,1,12,2,0,0,1,NA,NA,22,484
31005003,44,1936,0,1,12,2,0,0,0,NA,NA,44,1936
31005007,44,1936,1,1,12,2,0,0,1,3600000,15.0964444034263,44,1936
31005008,20,400,1,0,12,2,0,0,0,NA,NA,20,400
31005511,40,1600,1,1,12,3,0,1,1,2e+05,12.2060726455302,40,1600
31005512,36,1296,0,1,12,3,0,0,0,NA,NA,36,1296
31005521,38,1444,0,0,12,2,0,0,0,NA,NA,38,1444
31005531,35,1225,1,1,16,2,0,0,1,4e+06,15.2018049190842,35,1225
31005532,35,1225,0,1,0,2,0,0,1,1500000,14.2209756660724,35,1225
31008001,64,4096,1,1,18,2,0,0,0,NA,NA,64,4096
310080012,20,400,1,0,NA,2,0,NA,NA,NA,NA,20,400
310080013,16,256,1,0,NA,2,0,NA,NA,NA,NA,16,256
31008002,54,2916,0,1,12,2,0,0,0,NA,NA,54,2916
31008006,28,784,1,0,NA,2,0,NA,NA,NA,NA,28,784
31008009,23,529,0,0,NA,2,0,NA,NA,NA,NA,23,529
31008511,33,1089,1,1,16,2,0,0,1,1.6e+07,16.5880992802041,33,1089
31008512,28,784,0,1,0,2,0,0,1,NA,NA,28,784
31009004,40,1600,1,1,16,3,0,0,1,4e+06,15.2018049190842,40,1600
31009006,39,1521,0,1,16,3,0,0,1,3100000,14.9469126694554,39,1521
31010001,57,3249,1,1,6,3,0,0,1,2e+06,14.5086577385242,57,3249
31010002,56,3136,0,1,6,3,0,0,0,NA,NA,56,3136
31010004,27,729,0,1,16,3,0,0,0,NA,NA,27,729
31010005,28,784,1,1,12,3,0,0,1,4500000,15.3195879547405,28,784
31010511,33,1089,1,1,12,2,0,0,1,4e+06,15.2018049190842,33,1089
31010512,23,529,0,1,9,2,0,0,0,NA,NA,23,529
31011002,48,2304,0,1,6,3,0,0,1,NA,NA,48,2304
31011004,18,324,0,0,12,3,0,0,1,NA,NA,18,324
31011005,15,225,0,0,12,3,0,0,0,NA,NA,15,225
31011006,24,576,1,1,NA,3,0,NA,NA,NA,NA,24,576
31011511,30,900,1,1,16,2,0,0,1,2e+06,14.5086577385242,30,900
31011512,26,676,0,1,16,2,0,0,0,NA,NA,26,676
31012001,53,2809,1,1,12,2,0,1,1,NA,NA,53,2809
31012002,53,2809,0,1,12,2,0,0,1,NA,NA,53,2809
31012411,30,900,1,1,12,3,0,1,1,2e+06,14.5086577385242,30,900
31012412,31,961,0,1,16,3,0,0,0,NA,NA,31,961
31012421,28,784,1,1,16,3,0,0,1,4200000,15.2505950832536,28,784
31012422,24,576,0,1,16,3,0,0,1,1500000,14.2209756660724,24,576
31013001,49,2401,1,1,NA,3,0,NA,NA,NA,NA,49,2401
31013002,42,1764,0,1,6,3,0,0,0,NA,NA,42,1764
31013003,24,576,1,1,12,3,0,0,1,NA,NA,24,576
31013004,22,484,0,1,6,3,0,0,0,NA,NA,22,484
31013005,18,324,1,0,12,3,0,0,1,NA,NA,18,324
31013006,16,256,1,0,12,3,0,0,1,240000,12.3883942023241,16,256
31013008,20,400,0,1,12,3,0,0,0,NA,NA,20,400
31013009,22,484,1,1,12,3,0,0,1,1720000,14.3578348487896,22,484
31014001,63,3969,1,1,12,3,0,0,0,NA,NA,63,3969
310140011,29,841,0,1,12,3,0,0,1,1700000,14.3461388090264,29,841
31014002,55,3025,0,1,6,3,0,0,0,NA,NA,55,3025
31014008,26,676,1,1,12,3,0,0,1,2e+06,14.5086577385242,26,676
31014009,23,529,1,0,16,3,0,0,1,2100000,14.5574479026937,23,529
31014311,35,1225,1,1,9,2,0,0,1,1e+06,13.8155105579643,35,1225
31014312,35,1225,0,1,12,2,0,0,0,NA,NA,35,1225
31014313,16,256,1,0,12,2,0,0,1,5e+05,13.1223633774043,16,256
31014411,42,1764,1,1,12,2,0,0,1,NA,NA,42,1764
31014412,38,1444,0,1,12,2,0,0,1,NA,NA,38,1444
31014413,17,289,1,0,12,2,0,0,1,2100000,14.5574479026937,17,289
31014414,15,225,1,0,12,2,0,1,1,1800000,14.4032972228664,15,225
31014421,42,1764,1,1,12,2,0,1,1,3800000,15.1505116246966,42,1764
31014422,37,1369,0,1,12,2,0,0,0,NA,NA,37,1369
31014551,32,1024,1,1,12,2,0,0,1,3e+06,14.9141228466324,32,1024
31014552,32,1024,0,1,12,2,0,0,0,NA,NA,32,1024
31014571,27,729,1,1,0,2,0,0,1,2e+06,14.5086577385242,27,729
31014572,30,900,0,1,12,2,0,0,0,NA,NA,30,900
31015001,59,3481,1,1,9,3,0,0,1,1800000,14.4032972228664,59,3481
31015002,46,2116,0,1,6,3,0,1,1,NA,NA,46,2116
31015003,23,529,1,0,12,3,0,0,1,2800000,14.8451299751454,23,529
31015004,21,441,0,1,12,3,0,0,0,NA,NA,21,441
31015005,18,324,0,0,12,3,0,0,0,NA,NA,18,324
31015008,26,676,1,1,12,3,0,0,1,NA,NA,26,676
31016001,52,2704,0,0,12,4,0,0,0,NA,NA,52,2704
31016003,32,1024,0,1,16,4,0,0,1,5e+05,13.1223633774043,32,1024
31016004,30,900,0,1,16,4,0,1,0,NA,NA,30,900
31016006,27,729,1,0,16,4,0,0,1,NA,NA,27,729
31016008,32,1024,1,1,0,4,0,0,1,2200000,14.6039679183285,32,1024
31016411,38,1444,1,1,16,3,0,0,1,3e+06,14.9141228466324,38,1444
31016412,34,1156,0,1,16,3,0,0,1,6e+05,13.3046849341983,34,1156
31016511,29,841,1,1,16,2,0,0,1,1400000,14.1519827945855,29,841
31016512,25,625,0,1,16,2,0,0,1,5e+05,13.1223633774043,25,625
310170013,36,1296,1,1,12,3,0,0,1,2e+06,14.5086577385242,36,1296
31017003,48,2304,0,1,12,3,0,0,1,NA,NA,48,2304
31017411,41,1681,1,1,6,2,0,0,1,1500000,14.2209756660724,41,1681
31017412,36,1296,0,1,6,2,0,0,0,NA,NA,36,1296
31017421,32,1024,1,1,9,2,0,1,1,NA,NA,32,1024
31017422,36,1296,0,1,6,2,0,0,1,1e+06,13.8155105579643,36,1296
31017511,41,1681,1,1,12,2,0,0,1,NA,NA,41,1681
31017512,33,1089,0,1,12,2,0,0,1,1100000,13.9108207377686,33,1089
31017521,37,1369,1,1,9,2,0,0,1,1500000,14.2209756660724,37,1369
31017522,38,1444,0,1,6,2,0,0,0,NA,NA,38,1444
31017523,15,225,0,0,12,2,0,0,0,NA,NA,15,225
31018001,49,2401,1,1,6,2,0,0,1,2080000,14.5478784516775,49,2401
31018002,43,1849,0,1,9,2,0,0,1,NA,NA,43,1849
31018003,23,529,1,0,12,2,0,0,1,1300000,14.0778748224318,23,529
31018005,19,361,1,0,12,2,0,0,1,1300000,14.0778748224318,19,361
31018006,17,289,0,0,12,2,0,1,0,NA,NA,17,289
31019001,58,3364,1,1,16,3,0,0,0,NA,NA,58,3364
310190010,18,324,1,0,12,3,0,0,1,240000,12.3883942023241,18,324
310190011,16,256,1,0,12,3,0,0,0,NA,NA,16,256
310190015,25,625,0,1,0,3,0,0,1,2400000,14.6909792953182,25,625
31019002,53,2809,0,1,6,3,0,0,1,NA,NA,53,2809
31019007,26,676,1,1,12,3,0,0,1,1600000,14.28551418721,26,676
31019008,23,529,0,0,16,3,0,0,0,NA,NA,23,529
31019009,21,441,1,0,12,3,0,0,1,2750000,14.8271114696428,21,441
31019511,31,961,1,1,16,2,0,0,1,NA,NA,31,961
31019512,32,1024,0,1,0,2,0,0,0,NA,NA,32,1024
31019521,32,1024,1,1,12,2,0,1,1,2600000,14.7710220029917,32,1024
31019522,30,900,0,1,16,2,0,0,1,750000,13.5278284855125,30,900
31019531,26,676,1,1,16,2,0,1,1,2500000,14.7318012898384,26,676
31019532,28,784,0,1,16,2,0,1,1,NA,NA,28,784
31020001,64,4096,1,1,12,2,0,0,0,NA,NA,64,4096
31020005,30,900,1,0,12,2,0,0,1,450000,13.0170028617465,30,900
31020009,42,1764,0,1,6,2,0,0,1,1e+06,13.8155105579643,42,1764
31020311,41,1681,1,1,6,3,0,0,1,210000,12.2548628096996,41,1681
31020312,36,1296,0,1,12,3,0,0,1,4500000,15.3195879547405,36,1296
31020511,36,1296,1,1,12,3,0,0,1,2e+06,14.5086577385242,36,1296
31020512,35,1225,0,1,6,3,0,0,0,NA,NA,35,1225
31020521,39,1521,1,1,16,2,0,0,1,5e+06,15.4249484703984,39,1521
31020522,31,961,0,1,16,2,0,0,1,5e+05,13.1223633774043,31,961
31101001,74,5476,1,1,0,3,0,0,0,NA,NA,74,5476
31101002,54,2916,0,1,6,3,0,0,0,NA,NA,54,2916
31101003,27,729,0,1,NA,3,0,NA,NA,NA,NA,27,729
31101004,25,625,0,0,NA,3,0,NA,NA,NA,NA,25,625
31102001,60,3600,1,1,12,2,0,0,0,NA,NA,60,3600
31102002,60,3600,0,1,9,2,0,0,0,NA,NA,60,3600
31102005,33,1089,1,0,12,2,0,0,1,NA,NA,33,1089
31102006,25,625,0,0,16,2,0,0,0,NA,NA,25,625
31102411,39,1521,1,1,0,3,0,0,1,83333.3333333333,11.3306039081763,39,1521
31102412,35,1225,0,1,16,3,0,0,1,150000,11.9183905730784,35,1225
31102422,37,1369,0,0,0,2,0,0,1,810000,13.6047895266486,37,1369
31102512,22,484,1,1,16,2,0,0,1,5e+05,13.1223633774043,22,484
31102513,24,576,0,1,16,2,0,0,1,NA,NA,24,576
31102521,21,441,0,0,16,2,0,0,0,NA,NA,21,441
31102522,18,324,0,0,16,2,0,0,0,NA,NA,18,324
31102531,16,256,1,0,12,2,0,0,0,NA,NA,16,256
31103001,68,4624,0,0,6,3,0,0,1,NA,NA,68,4624
31103004,35,1225,0,1,9,3,0,0,1,NA,NA,35,1225
31103009,45,2025,1,1,NA,3,0,NA,NA,NA,NA,45,2025
31103411,53,2809,1,1,16,2,0,0,1,4570900,15.3352206800236,53,2809
31103412,49,2401,0,1,12,2,0,0,1,NA,NA,49,2401
31103431,48,2304,1,1,NA,3,0,NA,NA,NA,NA,48,2304
31103432,40,1600,0,1,9,3,0,0,0,NA,NA,40,1600
31103433,21,441,1,0,NA,3,0,NA,NA,NA,NA,21,441
31105001,75,5625,1,0,6,3,0,0,1,NA,NA,75,5625
31105003,37,1369,0,1,12,3,0,0,1,NA,NA,37,1369
31105005,16,256,0,0,0,3,0,0,0,NA,NA,16,256
31105007,51,2601,1,1,12,3,0,0,0,NA,NA,51,2601
31105411,34,1156,1,1,16,3,0,0,1,NA,NA,34,1156
31105412,30,900,0,1,9,3,0,0,1,NA,NA,30,900
31106002,46,2116,0,1,16,2,0,0,1,4e+05,12.8992198260901,46,2116
31106004,47,2209,1,1,12,2,0,0,1,NA,NA,47,2209
31106511,24,576,0,0,16,2,0,1,1,0,-Inf,24,576
31107001,52,2704,1,1,16,2,0,0,1,4200000,15.2505950832536,52,2704
31107002,52,2704,0,1,16,2,0,0,1,4e+06,15.2018049190842,52,2704
31107003,24,576,0,0,0,2,0,0,1,3e+05,12.6115377536383,24,576
31107004,74,5476,0,0,0,2,0,0,0,NA,NA,74,5476
31108002,49,2401,0,1,0,2,0,0,1,1e+05,11.5129254649702,49,2401
31108005,24,576,0,0,16,2,0,0,0,NA,NA,24,576
31108511,63,3969,1,1,6,2,0,0,1,0,-Inf,63,3969
31108512,32,1024,1,1,12,2,0,0,1,3e+06,14.9141228466324,32,1024
31108521,29,841,0,1,12,2,0,0,1,5e+05,13.1223633774043,29,841
31108531,22,484,0,0,0,2,0,0,0,NA,NA,22,484
31109003,43,1849,0,1,12,4,0,0,1,NA,NA,43,1849
31109005,44,1936,1,1,NA,4,0,NA,NA,NA,NA,44,1936
31109007,21,441,0,0,16,4,0,0,0,NA,NA,21,441
31109008,19,361,1,0,9,4,0,0,1,NA,NA,19,361
31111001,59,3481,1,1,6,3,0,0,1,2e+06,14.5086577385242,59,3481
311110014,30,900,0,1,0,3,0,0,1,NA,NA,30,900
31111002,58,3364,0,1,NA,3,0,NA,NA,NA,NA,58,3364
31111003,34,1156,1,1,16,3,0,0,1,2e+06,14.5086577385242,34,1156
31111009,64,4096,0,0,NA,3,0,NA,NA,NA,NA,64,4096
311111113,34,1156,0,0,12,3,0,0,1,8e+05,13.5923670066501,34,1156
31111115,60,3600,0,0,0,3,0,0,0,NA,NA,60,3600
31111118,28,784,1,0,16,3,0,0,1,2e+06,14.5086577385242,28,784
31111119,26,676,1,0,0,3,0,0,1,50000,10.8197782844103,26,676
31111318,15,225,0,0,12,2,0,0,0,NA,NA,15,225
31111411,30,900,1,1,12,2,0,0,1,2e+06,14.5086577385242,30,900
31111412,27,729,0,1,0,2,0,0,1,NA,NA,27,729
31111522,41,1681,0,1,16,2,0,0,1,3e+06,14.9141228466324,41,1681
31114001,68,4624,0,0,NA,2,0,0,0,NA,NA,68,4624
31114003,22,484,0,0,6,2,0,0,0,NA,NA,22,484
31114004,44,1936,0,0,NA,2,0,NA,NA,NA,NA,44,1936
31115003,50,2500,1,1,0,2,0,0,1,2500000,14.7318012898384,50,2500
31115007,42,1764,0,1,0,2,0,0,0,NA,NA,42,1764
31115311,45,2025,1,1,6,2,0,1,1,NA,NA,45,2025
31115312,43,1849,0,1,0,2,0,0,1,NA,NA,43,1849
31115521,19,361,0,0,16,2,0,0,0,NA,NA,19,361
31115522,18,324,0,0,16,2,0,0,0,NA,NA,18,324
31117001,56,3136,1,1,6,3,0,0,1,1e+06,13.8155105579643,56,3136
31117002,54,2916,0,1,6,3,0,0,0,NA,NA,54,2916
31117003,35,1225,0,1,NA,3,0,NA,NA,NA,NA,35,1225
31117005,20,400,1,0,12,3,0,0,0,NA,NA,20,400
311180011,24,576,0,1,16,3,0,0,1,0,-Inf,24,576
311180012,22,484,1,1,NA,3,0,NA,NA,NA,NA,22,484
311180013,18,324,0,1,9,3,0,0,0,NA,NA,18,324
31118008,72,5184,0,0,NA,3,0,NA,NA,NA,NA,72,5184
31118009,43,1849,0,0,12,3,0,0,0,NA,NA,43,1849
31118111,58,3364,1,1,6,2,0,0,1,NA,NA,58,3364
31118112,55,3025,0,1,9,2,0,0,1,1e+05,11.5129254649702,55,3025
31118113,15,225,1,0,12,2,0,0,1,5e+05,13.1223633774043,15,225
31118311,43,1849,1,1,16,2,0,1,1,8e+06,15.8949520996441,43,1849
31118312,36,1296,0,1,16,2,0,0,1,3400000,15.0392859895864,36,1296
31118511,39,1521,0,1,16,2,0,1,1,1e+05,11.5129254649702,39,1521
31119001,74,5476,0,0,NA,2,0,0,1,NA,NA,74,5476
31119002,54,2916,0,0,6,2,0,0,1,2e+05,12.2060726455302,54,2916
31119004,37,1369,0,1,0,2,0,0,0,NA,NA,37,1369
31119005,36,1296,1,1,6,2,0,0,1,NA,NA,36,1296
31119311,50,2500,0,0,0,3,0,0,1,8e+05,13.5923670066501,50,2500
311200010,35,1225,0,1,0,3,0,0,0,NA,NA,35,1225
311200011,43,1849,1,1,NA,3,0,NA,NA,NA,NA,43,1849
31120112,61,3721,0,0,6,3,0,0,1,NA,NA,61,3721
31120113,27,729,0,1,12,3,0,0,1,NA,NA,27,729
31120117,23,529,1,1,12,3,0,0,1,3e+05,12.6115377536383,23,529
31120511,33,1089,1,1,0,4,0,0,1,1800000,14.4032972228664,33,1089
31120512,31,961,0,1,16,4,0,0,0,NA,NA,31,961
31120521,25,625,0,0,12,2,0,0,1,1900000,14.4573644441367,25,625
31141001,53,2809,0,0,6,2,0,0,0,NA,NA,53,2809
31142002,54,2916,0,0,12,2,0,0,1,3900000,15.1764871110999,54,2916
31142005,22,484,0,0,9,2,0,1,0,NA,NA,22,484
31142006,15,225,0,0,12,2,0,0,0,NA,NA,15,225
31142511,25,625,1,0,16,2,0,0,1,3500000,15.0682735264596,25,625
311440010,18,324,0,0,0,3,0,0,0,NA,NA,18,324
31144002,68,4624,0,0,0,3,0,0,0,NA,NA,68,4624
31144008,84,7056,0,0,NA,3,0,0,0,NA,NA,84,7056
31144311,45,2025,1,1,9,2,0,0,1,NA,NA,45,2025
31144312,34,1156,0,1,6,2,0,0,0,NA,NA,34,1156
31144313,15,225,0,0,0,2,0,0,0,NA,NA,15,225
