"id","age","age2","male","married","educ","hhsize","village","disability","employ","wage","ln_wage","age_before","age2_before"
7106007,53,2809,1,1,12,3,0,NA,NA,NA,NA,53,2809
7106008,47,2209,0,1,12,3,0,NA,NA,NA,NA,47,2209
7106312,51,2601,0,0,12,2,0,NA,NA,NA,NA,51,2601
7106321,48,2304,1,1,16,3,0,NA,NA,NA,NA,48,2304
7106322,45,2025,0,1,16,3,0,NA,NA,NA,NA,45,2025
7106323,17,289,1,0,12,3,0,NA,NA,NA,NA,17,289
7106331,45,2025,1,1,16,3,0,NA,NA,NA,NA,45,2025
7106332,41,1681,0,1,12,3,0,NA,NA,NA,NA,41,1681
7106333,17,289,0,0,12,3,0,NA,NA,NA,NA,17,289
7108001,64,4096,0,0,12,3,0,NA,NA,NA,NA,64,4096
7108002,37,1369,0,1,12,3,0,NA,NA,NA,NA,37,1369
7108003,35,1225,1,0,0,3,0,NA,NA,NA,NA,35,1225
7109001,81,6561,1,0,16,2,0,NA,NA,NA,NA,81,6561
71090011,34,1156,1,1,18,2,0,NA,NA,NA,NA,34,1156
7109003,49,2401,0,0,6,2,0,NA,NA,NA,NA,49,2401
7109004,48,2304,0,0,18,2,0,NA,NA,NA,NA,48,2304
7109005,44,1936,0,1,18,2,0,NA,NA,NA,NA,44,1936
7109009,19,361,0,0,16,2,0,NA,NA,NA,NA,19,361
7112005,47,2209,0,1,12,2,0,NA,NA,NA,NA,47,2209
7112006,49,2401,1,1,12,2,0,NA,NA,NA,NA,49,2401
7112007,22,484,0,0,16,2,0,NA,NA,NA,NA,22,484
7112008,18,324,1,0,16,2,0,NA,NA,NA,NA,18,324
7112311,50,2500,1,1,12,2,0,NA,NA,NA,NA,50,2500
7112312,49,2401,0,1,12,2,0,NA,NA,NA,NA,49,2401
7112313,18,324,0,0,12,2,0,NA,NA,NA,NA,18,324
7113002,48,2304,1,1,12,2,0,NA,NA,NA,NA,48,2304
7113003,42,1764,0,1,12,2,0,NA,NA,NA,NA,42,1764
7113004,18,324,1,0,12,2,0,NA,NA,NA,NA,18,324
7114111,49,2401,1,1,12,3,0,NA,NA,NA,NA,49,2401
7114112,45,2025,0,1,12,3,0,NA,NA,NA,NA,45,2025
7114114,17,289,0,0,12,3,0,NA,NA,NA,NA,17,289
7114321,42,1764,1,1,16,3,0,NA,NA,NA,NA,42,1764
7114324,16,256,0,0,12,3,0,NA,NA,NA,NA,16,256
7114332,46,2116,0,0,6,2,0,NA,NA,NA,NA,46,2116
7114334,18,324,1,0,12,2,0,NA,NA,NA,NA,18,324
7114341,32,1024,1,1,9,2,0,NA,NA,NA,NA,32,1024
7114501,48,2304,1,1,9,4,0,NA,NA,NA,NA,48,2304
7114503,33,1089,0,1,6,4,0,NA,NA,NA,NA,33,1089
7114511,19,361,1,1,9,4,0,NA,NA,NA,NA,19,361
7114512,20,400,0,1,12,4,0,NA,NA,NA,NA,20,400
7114531,15,225,1,0,12,2,0,NA,NA,NA,NA,15,225
7114561,23,529,0,0,NA,2,0,NA,NA,NA,NA,23,529
7114581,37,1369,0,1,12,2,0,NA,NA,NA,NA,37,1369
7116311,47,2209,0,0,6,2,0,NA,NA,NA,NA,47,2209
7116313,21,441,1,0,12,2,0,NA,NA,NA,NA,21,441
7116501,33,1089,1,1,12,2,0,NA,NA,NA,NA,33,1089
7116502,26,676,0,1,12,2,0,NA,NA,NA,NA,26,676
71170012,49,2401,1,1,12,4,0,NA,NA,NA,NA,49,2401
7117002,73,5329,0,0,9,4,0,NA,NA,NA,NA,73,5329
7117005,44,1936,0,1,12,4,0,NA,NA,NA,NA,44,1936
7117511,54,2916,1,1,12,3,0,NA,NA,NA,NA,54,2916
7117512,47,2209,0,1,NA,3,0,NA,NA,NA,NA,47,2209
7120001,73,5329,0,0,6,2,0,NA,NA,NA,NA,73,5329
7141001,51,2601,1,1,18,2,0,NA,NA,NA,NA,51,2601
7141002,48,2304,0,1,16,2,0,NA,NA,NA,NA,48,2304
7141003,20,400,0,0,0,2,0,NA,NA,NA,NA,20,400
7142002,66,4356,0,0,NA,2,0,NA,NA,NA,NA,66,4356
7142004,45,2025,1,0,12,2,0,NA,NA,NA,NA,45,2025
7142112,45,2025,0,1,12,2,0,NA,NA,NA,NA,45,2025
7142113,16,256,1,0,12,2,0,NA,NA,NA,NA,16,256
7142321,39,1521,1,1,0,3,0,NA,NA,NA,NA,39,1521
7142322,43,1849,0,1,0,3,0,NA,NA,NA,NA,43,1849
7142331,39,1521,1,1,12,2,0,NA,NA,NA,NA,39,1521
7142332,41,1681,0,1,12,2,0,NA,NA,NA,NA,41,1681
7142333,15,225,0,0,9,2,0,NA,NA,NA,NA,15,225
7143001,49,2401,1,1,12,2,0,NA,NA,NA,NA,49,2401
7143003,20,400,1,0,12,2,0,NA,NA,NA,NA,20,400
7207005,45,2025,1,1,16,2,0,NA,NA,NA,NA,45,2025
7207006,44,1936,0,1,16,2,0,NA,NA,NA,NA,44,1936
7217004,26,676,1,1,12,4,0,NA,NA,NA,NA,26,676
7217008,24,576,0,1,9,4,0,NA,NA,NA,NA,24,576
7218002,58,3364,1,0,6,2,0,NA,NA,NA,NA,58,3364
7218003,52,2704,0,0,12,2,0,NA,NA,NA,NA,52,2704
7218005,47,2209,0,0,12,2,0,NA,NA,NA,NA,47,2209
7302001,62,3844,1,1,6,2,0,NA,NA,NA,NA,62,3844
7302002,57,3249,0,1,6,2,0,NA,NA,NA,NA,57,3249
7302005,29,841,1,0,12,2,0,NA,NA,NA,NA,29,841
7302006,27,729,1,0,16,2,0,NA,NA,NA,NA,27,729
7302411,36,1296,1,1,12,3,0,NA,NA,NA,NA,36,1296
7302412,30,900,0,1,12,3,0,NA,NA,NA,NA,30,900
7302421,33,1089,1,1,12,3,0,NA,NA,NA,NA,33,1089
7302422,29,841,0,1,12,3,0,NA,NA,NA,NA,29,841
7303002,54,2916,0,0,6,2,0,NA,NA,NA,NA,54,2916
7303005,30,900,1,0,12,2,0,NA,NA,NA,NA,30,900
7303411,39,1521,1,1,12,3,0,NA,NA,NA,NA,39,1521
7303412,36,1296,0,1,12,3,0,NA,NA,NA,NA,36,1296
7303421,41,1681,1,1,12,2,0,NA,NA,NA,NA,41,1681
7303422,33,1089,0,1,9,2,0,NA,NA,NA,NA,33,1089
7303423,15,225,1,0,12,2,0,NA,NA,NA,NA,15,225
7304001,63,3969,1,1,0,3,0,NA,NA,NA,NA,63,3969
7304002,59,3481,0,1,6,3,0,NA,NA,NA,NA,59,3481
7304004,31,961,0,0,9,3,0,NA,NA,NA,NA,31,961
7304311,36,1296,1,1,12,4,0,NA,NA,NA,NA,36,1296
7304312,34,1156,0,1,9,4,0,NA,NA,NA,NA,34,1156
7304313,15,225,1,0,12,4,0,NA,NA,NA,NA,15,225
7304324,34,1156,1,0,12,2,0,NA,NA,NA,NA,34,1156
7306002,47,2209,0,1,NA,2,0,NA,NA,NA,NA,47,2209
7306003,17,289,0,0,12,2,0,NA,NA,NA,NA,17,289
7306004,54,2916,1,1,6,2,0,NA,NA,NA,NA,54,2916
7307002,64,4096,0,0,6,2,0,NA,NA,NA,NA,64,4096
7307003,46,2116,1,0,6,2,0,NA,NA,NA,NA,46,2116
7307511,36,1296,1,1,9,2,0,NA,NA,NA,NA,36,1296
7307512,22,484,0,1,6,2,0,NA,NA,NA,NA,22,484
7307521,30,900,0,1,9,2,0,NA,NA,NA,NA,30,900
7307522,36,1296,1,1,NA,2,0,NA,NA,NA,NA,36,1296
7307531,23,529,1,1,9,2,0,NA,NA,NA,NA,23,529
7307532,25,625,0,1,12,2,0,NA,NA,NA,NA,25,625
7308002,57,3249,0,1,6,3,0,NA,NA,NA,NA,57,3249
7308005,28,784,1,0,16,3,0,NA,NA,NA,NA,28,784
7308006,22,484,1,0,16,3,0,NA,NA,NA,NA,22,484
7308007,17,289,1,0,12,3,0,NA,NA,NA,NA,17,289
7308311,63,3969,1,1,12,2,0,NA,NA,NA,NA,63,3969
7308511,37,1369,0,1,12,3,0,NA,NA,NA,NA,37,1369
7308512,31,961,1,1,0,3,0,NA,NA,NA,NA,31,961
7308521,35,1225,1,0,12,2,0,NA,NA,NA,NA,35,1225
7309001,62,3844,1,1,6,3,0,NA,NA,NA,NA,62,3844
73090010,41,1681,1,1,9,3,0,NA,NA,NA,NA,41,1681
7309002,64,4096,0,1,6,3,0,NA,NA,NA,NA,64,4096
7309004,37,1369,0,1,12,3,0,NA,NA,NA,NA,37,1369
7309009,17,289,0,0,12,3,0,NA,NA,NA,NA,17,289
7309313,20,400,0,0,16,2,0,NA,NA,NA,NA,20,400
7309411,34,1156,1,1,9,2,0,NA,NA,NA,NA,34,1156
7309412,40,1600,0,1,9,2,0,NA,NA,NA,NA,40,1600
7309421,36,1296,1,1,6,3,0,NA,NA,NA,NA,36,1296
7309422,32,1024,0,1,9,3,0,NA,NA,NA,NA,32,1024
7310001,51,2601,1,1,6,2,0,NA,NA,NA,NA,51,2601
7310002,45,2025,0,1,6,2,0,NA,NA,NA,NA,45,2025
7310009,19,361,1,0,9,2,0,NA,NA,NA,NA,19,361
7310311,40,1600,1,1,0,2,0,NA,NA,NA,NA,40,1600
7310312,38,1444,0,1,6,2,0,NA,NA,NA,NA,38,1444
7310436,18,324,0,0,6,2,0,NA,NA,NA,NA,18,324
7310511,25,625,1,1,6,2,0,NA,NA,NA,NA,25,625
7310512,30,900,0,1,6,2,0,NA,NA,NA,NA,30,900
7311001,57,3249,1,1,6,3,0,NA,NA,NA,NA,57,3249
7311002,52,2704,0,1,12,3,0,NA,NA,NA,NA,52,2704
7311004,26,676,1,0,16,3,0,NA,NA,NA,NA,26,676
7311006,24,576,1,1,0,3,0,NA,NA,NA,NA,24,576
7311007,20,400,0,1,0,3,0,NA,NA,NA,NA,20,400
7313001,52,2704,1,1,12,2,0,NA,NA,NA,NA,52,2704
7313005,46,2116,0,1,NA,2,0,NA,NA,NA,NA,46,2116
7313007,15,225,1,0,NA,2,0,NA,NA,NA,NA,15,225
7314001,58,3364,1,1,9,3,0,NA,NA,NA,NA,58,3364
7314002,51,2601,0,1,9,3,0,NA,NA,NA,NA,51,2601
7314006,18,324,1,0,16,3,0,NA,NA,NA,NA,18,324
7314411,37,1369,0,1,6,4,0,NA,NA,NA,NA,37,1369
7314413,16,256,0,0,12,4,0,NA,NA,NA,NA,16,256
7314417,46,2116,1,1,6,4,0,NA,NA,NA,NA,46,2116
7314511,30,900,1,1,16,2,0,NA,NA,NA,NA,30,900
7314512,32,1024,0,1,0,2,0,NA,NA,NA,NA,32,1024
7314521,25,625,1,1,16,2,0,NA,NA,NA,NA,25,625
7314522,25,625,0,1,0,2,0,NA,NA,NA,NA,25,625
7316001,69,4761,1,0,NA,4,0,NA,NA,NA,NA,69,4761
7316005,26,676,0,1,12,4,0,NA,NA,NA,NA,26,676
7316008,29,841,1,1,9,4,0,NA,NA,NA,NA,29,841
7316511,42,1764,1,1,9,2,0,NA,NA,NA,NA,42,1764
7316512,39,1521,0,1,NA,2,0,NA,NA,NA,NA,39,1521
7317001,45,2025,1,1,6,3,0,NA,NA,NA,NA,45,2025
7317002,44,1936,0,1,0,3,0,NA,NA,NA,NA,44,1936
7317003,22,484,0,1,12,3,0,NA,NA,NA,NA,22,484
7317004,16,256,0,0,12,3,0,NA,NA,NA,NA,16,256
7317006,27,729,1,1,0,3,0,NA,NA,NA,NA,27,729
7318002,51,2601,0,0,6,3,0,NA,NA,NA,NA,51,2601
7318006,18,324,1,0,16,3,0,NA,NA,NA,NA,18,324
7318007,75,5625,0,0,0,3,0,NA,NA,NA,NA,75,5625
7318421,31,961,1,1,12,3,0,NA,NA,NA,NA,31,961
7318422,31,961,0,1,12,3,0,NA,NA,NA,NA,31,961
7319008,23,529,1,0,16,2,0,NA,NA,NA,NA,23,529
7319311,44,1936,1,1,12,2,0,NA,NA,NA,NA,44,1936
7319312,40,1600,0,1,0,2,0,NA,NA,NA,NA,40,1600
7319313,16,256,1,0,12,2,0,NA,NA,NA,NA,16,256
7319411,37,1369,1,1,12,3,0,NA,NA,NA,NA,37,1369
7319412,28,784,0,1,12,3,0,NA,NA,NA,NA,28,784
7319421,34,1156,1,1,16,2,0,NA,NA,NA,NA,34,1156
7319422,31,961,0,1,16,2,0,NA,NA,NA,NA,31,961
7319511,35,1225,1,1,16,2,0,NA,NA,NA,NA,35,1225
7319512,35,1225,0,1,16,2,0,NA,NA,NA,NA,35,1225
7319521,32,1024,0,1,16,2,0,NA,NA,NA,NA,32,1024
7319522,36,1296,1,1,NA,2,0,NA,NA,NA,NA,36,1296
7341001,56,3136,1,1,NA,2,0,NA,NA,NA,NA,56,3136
7341002,53,2809,0,1,9,2,0,NA,NA,NA,NA,53,2809
7341004,29,841,0,0,NA,2,0,NA,NA,NA,NA,29,841
7341005,23,529,1,0,NA,2,0,NA,NA,NA,NA,23,529
7341006,18,324,0,0,NA,2,0,NA,NA,NA,NA,18,324
7341411,35,1225,1,1,0,2,0,NA,NA,NA,NA,35,1225
7341412,34,1156,0,1,12,2,0,NA,NA,NA,NA,34,1156
7342002,37,1369,0,1,9,3,0,NA,NA,NA,NA,37,1369
7342004,44,1936,1,1,9,3,0,NA,NA,NA,NA,44,1936
7342005,16,256,1,0,12,3,0,NA,NA,NA,NA,16,256
7402001,60,3600,1,1,12,2,0,NA,NA,NA,NA,60,3600
7402002,58,3364,0,1,6,2,0,NA,NA,NA,NA,58,3364
7402005,29,841,1,0,12,2,0,NA,NA,NA,NA,29,841
7402006,15,225,1,0,12,2,0,NA,NA,NA,NA,15,225
7402511,37,1369,1,1,12,2,0,NA,NA,NA,NA,37,1369
7402512,31,961,0,1,0,2,0,NA,NA,NA,NA,31,961
74030011,22,484,1,1,12,3,0,NA,NA,NA,NA,22,484
74030014,19,361,0,1,12,3,0,NA,NA,NA,NA,19,361
7403003,42,1764,1,0,9,3,0,NA,NA,NA,NA,42,1764
7403411,41,1681,1,1,18,2,0,NA,NA,NA,NA,41,1681
7403412,40,1600,0,1,NA,2,0,NA,NA,NA,NA,40,1600
7403413,17,289,0,0,12,2,0,NA,NA,NA,NA,17,289
7403421,54,2916,1,1,NA,3,0,NA,NA,NA,NA,54,2916
7403422,38,1444,0,1,6,3,0,NA,NA,NA,NA,38,1444
7403423,19,361,1,0,12,3,0,NA,NA,NA,NA,19,361
7403431,39,1521,1,1,6,3,0,NA,NA,NA,NA,39,1521
7403432,36,1296,0,1,9,3,0,NA,NA,NA,NA,36,1296
7403511,33,1089,1,1,0,2,0,NA,NA,NA,NA,33,1089
7403512,25,625,0,1,12,2,0,NA,NA,NA,NA,25,625
7404001,50,2500,1,1,6,2,0,NA,NA,NA,NA,50,2500
7404211,42,1764,0,1,16,2,NA,NA,NA,NA,NA,42,1764
7404214,18,324,0,0,12,2,NA,NA,NA,NA,NA,18,324
7404511,24,576,1,0,12,2,0,NA,NA,NA,NA,24,576
7406001,69,4761,0,0,12,3,0,NA,NA,NA,NA,69,4761
7406002,42,1764,0,1,12,3,0,NA,NA,NA,NA,42,1764
7406006,37,1369,1,1,12,3,0,NA,NA,NA,NA,37,1369
7406411,39,1521,1,1,16,3,0,NA,NA,NA,NA,39,1521
7406412,42,1764,0,1,12,3,0,NA,NA,NA,NA,42,1764
7406421,37,1369,1,1,16,2,0,NA,NA,NA,NA,37,1369
7406422,33,1089,0,1,0,2,0,NA,NA,NA,NA,33,1089
7409005,38,1444,1,0,12,3,0,NA,NA,NA,NA,38,1444
7410001,47,2209,1,1,12,2,0,NA,NA,NA,NA,47,2209
7410002,42,1764,0,1,6,2,0,NA,NA,NA,NA,42,1764
7410003,21,441,0,0,0,2,0,NA,NA,NA,NA,21,441
7410004,18,324,0,0,12,2,0,NA,NA,NA,NA,18,324
7411002,62,3844,0,0,6,2,0,NA,NA,NA,NA,62,3844
7411006,26,676,1,0,12,2,0,NA,NA,NA,NA,26,676
7411411,35,1225,1,1,9,3,0,NA,NA,NA,NA,35,1225
7411412,30,900,0,1,6,3,0,NA,NA,NA,NA,30,900
7412001,49,2401,1,1,6,3,0,NA,NA,NA,NA,49,2401
7412002,56,3136,0,1,6,3,0,NA,NA,NA,NA,56,3136
7412003,34,1156,1,0,0,3,0,NA,NA,NA,NA,34,1156
7412212,43,1849,0,1,6,3,NA,NA,NA,NA,NA,43,1849
7412213,25,625,0,1,6,3,NA,NA,NA,NA,NA,25,625
7412215,17,289,1,0,6,3,NA,NA,NA,NA,NA,17,289
7412522,22,484,0,1,12,2,NA,NA,NA,NA,NA,22,484
74130010,16,256,1,0,9,3,0,NA,NA,NA,NA,16,256
74130012,17,289,1,0,9,3,0,NA,NA,NA,NA,17,289
74130013,19,361,0,0,9,3,0,NA,NA,NA,NA,19,361
74130015,15,225,0,0,9,3,0,NA,NA,NA,NA,15,225
7413002,60,3600,0,0,12,3,0,NA,NA,NA,NA,60,3600
7413005,35,1225,1,0,6,3,0,NA,NA,NA,NA,35,1225
7413007,31,961,1,0,9,3,0,NA,NA,NA,NA,31,961
7413009,22,484,1,0,9,3,0,NA,NA,NA,NA,22,484
7413411,37,1369,1,1,6,3,0,NA,NA,NA,NA,37,1369
7413412,33,1089,0,1,12,3,0,NA,NA,NA,NA,33,1089
7413421,29,841,1,1,9,3,0,NA,NA,NA,NA,29,841
7413422,28,784,0,1,12,3,0,NA,NA,NA,NA,28,784
7414003,39,1521,1,1,NA,3,0,NA,NA,NA,NA,39,1521
7414007,17,289,0,0,12,3,0,NA,NA,NA,NA,17,289
7414009,36,1296,0,1,6,3,0,NA,NA,NA,NA,36,1296
7414213,32,1024,0,1,12,3,NA,NA,NA,NA,NA,32,1024
7414215,35,1225,1,1,NA,3,NA,NA,NA,NA,NA,35,1225
7414311,40,1600,1,1,NA,2,0,NA,NA,NA,NA,40,1600
7414312,37,1369,0,1,6,2,0,NA,NA,NA,NA,37,1369
7414313,19,361,1,0,NA,2,0,NA,NA,NA,NA,19,361
7417001,50,2500,0,0,6,2,0,NA,NA,NA,NA,50,2500
7417003,23,529,0,0,12,2,0,NA,NA,NA,NA,23,529
7417511,25,625,1,1,12,3,0,NA,NA,NA,NA,25,625
7417512,26,676,0,1,12,3,0,NA,NA,NA,NA,26,676
7419431,38,1444,1,1,0,2,0,NA,NA,NA,NA,38,1444
7419433,32,1024,0,1,12,2,0,NA,NA,NA,NA,32,1024
74200012,31,961,0,1,12,3,0,NA,NA,NA,NA,31,961
7420002,61,3721,0,0,9,3,0,NA,NA,NA,NA,61,3721
7420005,36,1296,1,1,12,3,0,NA,NA,NA,NA,36,1296
7420511,30,900,1,1,12,3,0,NA,NA,NA,NA,30,900
7420512,34,1156,0,1,12,3,0,NA,NA,NA,NA,34,1156
7442001,59,3481,0,0,6,4,0,NA,NA,NA,NA,59,3481
7442004,35,1225,0,1,6,4,0,NA,NA,NA,NA,35,1225
7442006,39,1521,1,1,NA,4,0,NA,NA,NA,NA,39,1521
7442411,41,1681,1,1,12,3,0,NA,NA,NA,NA,41,1681
7442412,32,1024,0,1,12,3,0,NA,NA,NA,NA,32,1024
7442511,39,1521,1,1,6,2,0,NA,NA,NA,NA,39,1521
7442512,35,1225,0,1,NA,2,0,NA,NA,NA,NA,35,1225
7442521,37,1369,1,0,12,2,0,NA,NA,NA,NA,37,1369
7501002,63,3969,0,0,12,2,0,NA,NA,NA,NA,63,3969
7501004,33,1089,1,0,12,2,0,NA,NA,NA,NA,33,1089
7501411,35,1225,0,1,12,2,0,NA,NA,NA,NA,35,1225
7501412,47,2209,1,1,16,2,0,NA,NA,NA,NA,47,2209
7503001,60,3600,1,1,0,2,0,NA,NA,NA,NA,60,3600
7503002,61,3721,0,1,16,2,0,NA,NA,NA,NA,61,3721
7503004,31,961,0,0,16,2,0,NA,NA,NA,NA,31,961
7503005,25,625,0,0,16,2,0,NA,NA,NA,NA,25,625
7503513,32,1024,0,1,16,2,0,NA,NA,NA,NA,32,1024
7504002,66,4356,0,0,6,2,0,NA,NA,NA,NA,66,4356
7504411,34,1156,1,1,NA,4,0,NA,NA,NA,NA,34,1156
7504412,36,1296,0,1,12,4,0,NA,NA,NA,NA,36,1296
7505002,57,3249,0,0,12,2,0,NA,NA,NA,NA,57,3249
7505005,32,1024,1,0,12,2,0,NA,NA,NA,NA,32,1024
7505006,21,441,0,0,16,2,0,NA,NA,NA,NA,21,441
7505411,38,1444,1,1,16,2,0,NA,NA,NA,NA,38,1444
7505412,30,900,0,1,16,2,0,NA,NA,NA,NA,30,900
7505421,37,1369,1,1,16,3,0,NA,NA,NA,NA,37,1369
7505422,35,1225,0,1,12,3,0,NA,NA,NA,NA,35,1225
7506001,77,5929,1,0,6,4,0,NA,NA,NA,NA,77,5929
7506003,30,900,0,1,0,4,0,NA,NA,NA,NA,30,900
7506005,27,729,1,1,6,4,0,NA,NA,NA,NA,27,729
7508002,60,3600,0,0,0,3,0,NA,NA,NA,NA,60,3600
7508006,33,1089,0,0,16,3,0,NA,NA,NA,NA,33,1089
7508411,39,1521,1,1,NA,3,0,NA,NA,NA,NA,39,1521
7508412,31,961,0,1,0,3,0,NA,NA,NA,NA,31,961
7511002,51,2601,0,0,16,2,0,NA,NA,NA,NA,51,2601
7511003,22,484,0,0,16,2,0,NA,NA,NA,NA,22,484
7511005,16,256,0,0,12,2,0,NA,NA,NA,NA,16,256
7514001,59,3481,1,1,0,2,0,NA,NA,NA,NA,59,3481
7514007,20,400,0,0,0,2,0,NA,NA,NA,NA,20,400
7514008,15,225,1,0,12,2,0,NA,NA,NA,NA,15,225
7514311,50,2500,1,1,12,3,0,NA,NA,NA,NA,50,2500
7514312,42,1764,0,1,12,3,0,NA,NA,NA,NA,42,1764
7514313,16,256,1,0,12,3,0,NA,NA,NA,NA,16,256
7514511,50,2500,0,1,0,2,0,NA,NA,NA,NA,50,2500
7514521,24,576,0,1,0,2,0,NA,NA,NA,NA,24,576
7516002,76,5776,0,0,12,2,0,NA,NA,NA,NA,76,5776
7516003,43,1849,0,0,12,2,0,NA,NA,NA,NA,43,1849
7516005,50,2500,1,0,12,2,0,NA,NA,NA,NA,50,2500
7517111,73,5329,1,1,6,2,0,NA,NA,NA,NA,73,5329
7517112,73,5329,0,1,6,2,0,NA,NA,NA,NA,73,5329
7517114,44,1936,1,0,12,2,0,NA,NA,NA,NA,44,1936
7517115,18,324,1,0,12,2,0,NA,NA,NA,NA,18,324
7517311,46,2116,1,1,9,2,0,NA,NA,NA,NA,46,2116
7517312,42,1764,0,1,6,2,0,NA,NA,NA,NA,42,1764
7517313,15,225,1,0,12,2,0,NA,NA,NA,NA,15,225
7517401,41,1681,1,1,6,3,0,NA,NA,NA,NA,41,1681
7518002,75,5625,0,0,NA,2,0,NA,NA,NA,NA,75,5625
7518004,47,2209,1,0,NA,2,0,NA,NA,NA,NA,47,2209
7519001,72,5184,1,1,16,2,0,NA,NA,NA,NA,72,5184
7519002,64,4096,0,1,12,2,0,NA,NA,NA,NA,64,4096
7519003,38,1444,1,1,16,2,0,NA,NA,NA,NA,38,1444
7519411,37,1369,1,1,0,3,0,NA,NA,NA,NA,37,1369
7519412,38,1444,0,1,0,3,0,NA,NA,NA,NA,38,1444
7519511,36,1296,1,1,16,4,0,NA,NA,NA,NA,36,1296
7519513,32,1024,0,1,0,4,0,NA,NA,NA,NA,32,1024
7541001,62,3844,1,1,12,2,0,NA,NA,NA,NA,62,3844
7541002,57,3249,0,1,9,2,0,NA,NA,NA,NA,57,3249
7541511,38,1444,1,1,16,2,0,NA,NA,NA,NA,38,1444
7541512,33,1089,0,1,12,2,0,NA,NA,NA,NA,33,1089
7543002,81,6561,0,0,NA,2,0,NA,NA,NA,NA,81,6561
7543003,48,2304,1,0,12,2,0,NA,NA,NA,NA,48,2304
7543004,45,2025,1,0,12,2,0,NA,NA,NA,NA,45,2025
7601001,70,4900,1,1,16,4,0,NA,NA,NA,NA,70,4900
76010010,36,1296,1,1,NA,4,0,NA,NA,NA,NA,36,1296
7601002,63,3969,0,1,0,4,0,NA,NA,NA,NA,63,3969
7601005,34,1156,0,1,NA,4,0,NA,NA,NA,NA,34,1156
7601006,32,1024,0,1,NA,4,0,NA,NA,NA,NA,32,1024
7601412,41,1681,0,1,NA,2,0,NA,NA,NA,NA,41,1681
7601421,36,1296,1,1,16,2,0,NA,NA,NA,NA,36,1296
7601511,40,1600,1,1,16,2,0,NA,NA,NA,NA,40,1600
7601512,39,1521,0,1,18,2,0,NA,NA,NA,NA,39,1521
7602331,46,2116,1,1,12,2,0,NA,NA,NA,NA,46,2116
7602332,36,1296,0,1,6,2,0,NA,NA,NA,NA,36,1296
7602333,16,256,1,0,12,2,0,NA,NA,NA,NA,16,256
7603001,72,5184,1,0,9,3,0,NA,NA,NA,NA,72,5184
7603003,44,1936,1,1,6,3,0,NA,NA,NA,NA,44,1936
7603006,27,729,0,1,6,3,0,NA,NA,NA,NA,27,729
7603511,38,1444,1,1,12,4,0,NA,NA,NA,NA,38,1444
7603514,33,1089,0,1,12,4,0,NA,NA,NA,NA,33,1089
7604001,78,6084,1,1,12,4,0,NA,NA,NA,NA,78,6084
7604002,75,5625,0,1,12,4,0,NA,NA,NA,NA,75,5625
7604003,47,2209,0,0,0,4,0,NA,NA,NA,NA,47,2209
7604511,44,1936,1,1,12,5,0,NA,NA,NA,NA,44,1936
7604512,44,1936,0,1,12,5,0,NA,NA,NA,NA,44,1936
7604513,15,225,0,0,12,5,0,NA,NA,NA,NA,15,225
7604521,41,1681,1,1,NA,2,0,NA,NA,NA,NA,41,1681
7604522,38,1444,0,1,NA,2,0,NA,NA,NA,NA,38,1444
7606002,71,5041,0,0,9,2,0,NA,NA,NA,NA,71,5041
7606004,59,3481,0,0,NA,2,0,NA,NA,NA,NA,59,3481
7608001,72,5184,1,1,16,3,0,NA,NA,NA,NA,72,5184
76080016,39,1521,0,1,0,3,0,NA,NA,NA,NA,39,1521
76080017,15,225,1,0,12,3,0,NA,NA,NA,NA,15,225
7608002,71,5041,0,1,9,3,0,NA,NA,NA,NA,71,5041
7608003,45,2025,1,1,NA,3,0,NA,NA,NA,NA,45,2025
7608321,48,2304,1,1,NA,3,0,NA,NA,NA,NA,48,2304
7608322,43,1849,0,1,12,3,0,NA,NA,NA,NA,43,1849
7608411,48,2304,1,1,12,2,0,NA,NA,NA,NA,48,2304
7608412,45,2025,0,1,16,2,0,NA,NA,NA,NA,45,2025
7608511,34,1156,0,1,NA,2,0,NA,NA,NA,NA,34,1156
7608512,34,1156,1,1,NA,2,0,NA,NA,NA,NA,34,1156
7610001,86,7396,1,0,NA,3,0,NA,NA,NA,NA,86,7396
7610008,18,324,1,0,9,3,0,NA,NA,NA,NA,18,324
7611001,79,6241,1,0,12,2,0,NA,NA,NA,NA,79,6241
7611005,22,484,0,0,12,2,0,NA,NA,NA,NA,22,484
7611006,15,225,0,0,9,2,0,NA,NA,NA,NA,15,225
7611311,44,1936,1,1,NA,2,0,NA,NA,NA,NA,44,1936
7611312,44,1936,0,1,12,2,0,NA,NA,NA,NA,44,1936
7611313,16,256,1,0,12,2,0,NA,NA,NA,NA,16,256
7612002,66,4356,0,0,6,2,0,NA,NA,NA,NA,66,4356
7612003,44,1936,0,1,12,2,0,NA,NA,NA,NA,44,1936
7612005,55,3025,1,1,16,2,0,NA,NA,NA,NA,55,3025
7612006,18,324,0,0,16,2,0,NA,NA,NA,NA,18,324
7612413,31,961,1,0,NA,2,0,NA,NA,NA,NA,31,961
7615311,46,2116,1,1,NA,2,0,NA,NA,NA,NA,46,2116
7615312,47,2209,0,1,NA,2,0,NA,NA,NA,NA,47,2209
7615313,19,361,0,0,NA,2,0,NA,NA,NA,NA,19,361
7615314,18,324,1,0,NA,2,0,NA,NA,NA,NA,18,324
7616002,71,5041,0,0,16,2,0,NA,NA,NA,NA,71,5041
