"id","hhid14","age","age2","male","married","educ","hhsize","rural","disability","dis_phys","dis_cog","dis_vis","dis_hear","dis_verb","dis_men","dis_autism","employ","wage","ln_wage","sec_agr","sec_min","sec_man","sec_ele","sec_con","sec_who","sec_tra","sec_fin","sec_soc","sec_other"
"21804006","2180400",40,1600,1,1,16,3,0,0,0,0,0,0,0,0,0,1,1500000,14.2209756660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21804009","2180400",18,324,0,0,12,3,0,0,0,0,0,0,0,0,0,1,1250000,14.0386541092785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21804311","2180431",43,1849,1,1,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21804317","2180431",34,1156,0,1,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21805002","2180500",47,2209,0,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21805003","2180500",49,2401,1,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21805004","2180500",20,400,1,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21805005","2180500",18,324,1,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21805007","2180500",998,996004,0,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21805511","2180551",18,324,1,0,0,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21806001","2180600",52,2704,1,1,6,4,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21806002","2180600",49,2401,0,1,6,4,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21806003","2180600",27,729,1,0,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21806004","2180600",26,676,0,1,12,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21806007","2180600",29,841,1,1,12,4,0,0,0,0,0,0,0,0,0,1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21807002","2180700",65,4225,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21807003","2180700",31,961,0,1,0,3,0,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21807006","2180700",26,676,1,1,9,3,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21808002","2180800",66,4356,0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21808003","2180800",37,1369,0,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21808004","2180800",42,1764,1,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21809002","2180900",51,2601,0,1,6,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21809003","2180900",63,3969,1,1,0,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21809004","2180900",30,900,1,0,12,2,0,0,0,0,0,0,0,0,0,1,1e+06,13.8155105579643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21810001","2181000",56,3136,1,1,6,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21810002","2181000",55,3025,0,1,6,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21810004","2181000",25,625,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21810511","2181051",21,441,0,0,16,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21811004","2181100",34,1156,1,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21811006","2181100",56,3136,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21811008","2181100",28,784,0,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21811413","2181141",40,1600,1,1,9,2,0,0,0,0,0,0,0,0,0,1,1500000,14.2209756660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21811414","2181141",31,961,0,1,16,2,0,0,0,0,0,0,0,0,0,1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21811511","2181151",44,1936,1,1,12,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21811512","2181151",37,1369,0,1,12,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21811521","2181152",31,961,1,0,12,2,0,0,0,0,0,0,0,0,0,1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21812001","2181200",50,2500,1,1,12,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21812002","2181200",48,2304,0,1,6,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21812511","2181251",27,729,1,1,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21812512","2181251",29,841,0,1,12,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21813001","2181300",53,2809,1,1,6,4,0,0,0,0,0,0,0,0,0,1,787500,13.5766186496819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21813002","2181300",50,2500,0,1,6,4,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21813003","2181300",29,841,1,0,12,4,0,0,0,0,0,0,0,0,0,1,3e+05,12.6115377536383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21813511","2181351",28,784,1,1,9,2,0,0,0,0,0,0,0,0,0,1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21813512","2181351",23,529,0,1,12,2,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21814002","2181400",47,2209,0,0,6,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21814003","2181400",33,1089,1,0,6,3,0,0,0,0,0,0,0,0,0,1,1e+06,13.8155105579643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21814004","2181400",30,900,0,1,12,3,0,0,0,0,0,0,0,0,0,1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21814005","2181400",29,841,1,0,12,3,0,0,0,0,0,0,0,0,0,1,1820000,14.414347059053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21815001","2181500",58,3364,1,1,12,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21815002","2181500",52,2704,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3500000,15.0682735264596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21815111","2181511",48,2304,1,1,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21815112","2181511",50,2500,0,1,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21815113","2181511",17,289,1,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21815411","2181541",29,841,1,1,16,3,0,0,0,0,0,0,0,0,0,1,3e+06,14.9141228466324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21815412","2181541",24,576,0,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21815511","2181551",21,441,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21816001","2181600",75,5625,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21816002","2181600",50,2500,0,0,6,3,0,0,0,0,0,0,0,0,0,1,750000,13.5278284855125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21816005","2181600",23,529,0,1,9,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21816006","2181600",27,729,1,1,6,3,0,0,0,0,0,0,0,0,0,1,960000,13.774688563444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21816112","2181611",47,2209,1,1,6,4,0,0,0,0,0,0,0,0,0,1,1e+06,13.8155105579643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21816113","2181611",22,484,0,1,9,4,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21816312","2181631",48,2304,0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218170010","2181700",63,3969,0,1,6,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817009","2181700",29,841,1,0,12,3,0,0,0,0,0,0,0,0,0,1,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817111","2181711",65,4225,1,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817112","2181711",60,3600,0,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817113","2181711",31,961,0,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817315","2181731",38,1444,0,1,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817316","2181731",40,1600,1,1,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817327","2181732",36,1296,1,1,12,3,0,0,0,0,0,0,0,0,0,1,2400000,14.6909792953182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817328","2181732",44,1936,0,1,12,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817411","2181741",34,1156,1,1,12,2,0,0,0,0,0,0,0,0,0,1,2700000,14.8087623309746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817421","2181742",34,1156,1,1,12,2,0,0,0,0,0,0,0,0,0,1,2700000,14.8087623309746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21817424","2181742",28,784,0,1,12,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21818001","2181800",59,3481,0,0,6,3,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218180010","2181800",50,2500,1,1,6,3,0,0,0,0,0,0,0,0,0,1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21818002","2181800",55,3025,0,0,NA,3,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21818008","2181800",34,1156,0,1,12,3,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21818009","2181800",16,256,0,0,12,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21819001","2181900",61,3721,1,1,6,3,0,0,0,0,0,0,0,0,0,1,1040000,13.8547312711176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21819003","2181900",33,1089,1,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21819006","2181900",36,1296,0,1,12,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21819007","2181900",75,5625,1,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,0,0,0,0,0,0,0
"21901001","2190100",48,2304,1,1,9,4,1,0,0,0,0,0,0,0,0,1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21901002","2190100",41,1681,0,1,6,4,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21901003","2190100",22,484,1,0,12,4,1,0,0,0,0,0,0,0,0,1,1500000,14.2209756660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21901004","2190100",20,400,0,1,12,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21901006","2190100",28,784,1,1,12,4,1,0,0,0,0,0,0,0,0,1,6e+05,13.3046849341983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21901007","2190100",34,1156,1,0,6,4,1,0,0,0,0,0,0,0,0,1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902001","2190200",66,4356,1,1,6,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902002","2190200",71,5041,0,1,6,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902313","2190231",43,1849,1,1,6,2,1,0,0,0,0,0,0,0,0,1,9e+05,13.7101500423064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902314","2190231",42,1764,0,1,6,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902315","2190231",15,225,0,0,0,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902411","2190241",39,1521,1,1,6,3,1,0,0,0,0,0,0,0,0,1,2100000,14.5574479026937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902412","2190241",39,1521,0,1,6,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902421","2190242",36,1296,1,1,6,3,1,0,0,0,0,0,0,0,0,1,8e+05,13.5923670066501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902422","2190242",36,1296,0,1,6,3,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902431","2190243",40,1600,1,1,6,2,1,0,0,0,0,0,0,0,0,1,1300000,14.0778748224318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902432","2190243",33,1089,0,1,9,2,1,0,0,0,0,0,0,0,0,1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902433","2190243",15,225,1,0,6,2,1,0,0,0,0,0,0,0,0,1,1e+05,11.5129254649702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21903111","2190311",57,3249,1,1,12,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21903112","2190311",52,2704,0,1,16,2,1,1,0,0,1,0,0,0,0,1,4020000,15.2067924605952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21903401","2190340",28,784,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1e+06,13.8155105579643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21903402","2190340",31,961,1,1,16,4,1,0,0,0,0,0,0,0,0,1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21903511","2190351",18,324,1,0,16,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21905312","2190531",41,1681,0,0,9,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21905316","2190531",78,6084,0,0,6,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21905421","2190542",44,1936,1,1,9,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21905422","2190542",41,1681,0,1,16,2,1,0,0,0,0,0,0,0,0,1,3200000,14.97866136777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21906001","2190600",78,6084,1,1,6,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21906002","2190600",70,4900,0,1,NA,2,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21906311","2190631",50,2500,1,1,12,2,1,0,0,0,0,0,0,0,0,1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21906312","2190631",41,1681,0,1,12,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21907002","2190700",72,5184,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21907311","2190731",49,2401,1,1,6,2,1,0,0,0,0,0,0,0,0,1,8e+05,13.5923670066501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21907312","2190731",40,1600,0,1,6,2,1,1,0,0,1,0,0,0,0,1,7e+05,13.4588356140255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21907521","2190752",26,676,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21907522","2190752",20,400,0,1,0,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21908001","2190800",77,5929,1,1,6,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21908002","2190800",68,4624,0,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21908311","2190831",40,1600,1,1,6,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21908312","2190831",36,1296,0,1,9,2,1,0,0,0,0,0,0,0,0,1,8e+05,13.5923670066501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21908313","2190831",16,256,1,0,0,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21909002","2190900",62,3844,0,0,6,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21909411","2190941",44,1936,0,1,6,4,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21909414","2190941",50,2500,1,1,6,4,1,0,0,0,0,0,0,0,0,1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21910003","2191000",52,2704,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21910004","2191000",53,2809,0,1,16,4,1,1,0,0,1,0,0,0,0,1,4e+06,15.2018049190842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21910005","2191000",27,729,0,1,12,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21910006","2191000",23,529,1,0,12,4,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21910008","2191000",32,1024,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21911001","2191100",57,3249,1,1,6,3,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21911002","2191100",48,2304,0,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21911003","2191100",30,900,0,1,9,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21911006","2191100",35,1225,1,1,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912001","2191200",68,4624,1,1,6,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219120014","2191200",33,1089,1,1,12,2,1,1,0,0,1,0,0,0,0,1,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912002","2191200",61,3721,0,1,6,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912007","2191200",33,1089,0,1,12,2,1,0,0,0,0,0,0,0,0,1,1e+06,13.8155105579643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912411","2191241",37,1369,1,1,16,3,1,0,0,0,0,0,0,0,0,1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912412","2191241",31,961,0,1,12,3,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912422","2191242",35,1225,0,1,12,2,1,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912511","2191251",42,1764,1,1,12,2,1,0,0,0,0,0,0,0,0,1,2500000,14.7318012898384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912512","2191251",36,1296,0,1,12,2,1,1,0,1,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912521","2191252",24,576,1,1,16,2,1,0,0,0,0,0,0,0,0,1,5e+06,15.4249484703984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21912531","2191253",15,225,0,0,12,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21913001","2191300",65,4225,1,1,6,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21913002","2191300",62,3844,0,1,6,2,1,0,0,0,0,0,0,0,0,1,70000,11.1562505210315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21913004","2191300",35,1225,1,0,9,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21914004","2191400",39,1521,0,1,6,2,1,1,0,0,1,0,0,0,0,1,6e+05,13.3046849341983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21914006","2191400",47,2209,1,1,6,2,1,1,0,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21914008","2191400",19,361,0,0,9,2,1,0,0,0,0,0,0,0,0,1,1e+06,13.8155105579643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21914411","2191441",79,6241,0,0,NA,2,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21914412","2191441",58,3364,0,0,6,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21915001","2191500",57,3249,1,1,18,3,1,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21915002","2191500",55,3025,0,1,16,3,1,0,0,0,0,0,0,0,0,1,4200000,15.2505950832536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21915511","2191551",33,1089,1,1,16,3,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0
"21915512","2191551",31,961,0,1,0,3,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21915521","2191552",25,625,1,1,16,2,1,0,0,0,0,0,0,0,0,1,1200000,13.9978321147582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21916001","2191600",74,5476,1,1,NA,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21916002","2191600",76,5776,0,1,6,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21916313","2191631",33,1089,1,1,9,3,1,0,0,0,0,0,0,0,0,1,2416666.66666667,14.6978997381627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21916315","2191631",28,784,0,1,9,3,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21917001","2191700",73,5329,1,1,6,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21917006","2191700",50,2500,0,1,6,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21917413","2191741",32,1024,0,1,12,3,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21917415","2191741",40,1600,1,1,12,3,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
